fa 2 48   291.000   267.000   0.91753   0.90648 242.03016
fa 2 49   334.000   304.000   0.91018   0.93936 285.56544
fa 2 50   363.000   333.000   0.91736   0.93989 312.98337
fa 2 51   348.000   311.000   0.89368   0.93791 291.69001
fa 2 52   337.000   304.000   0.90208   0.93282 283.57728
fa 2 53   289.000   251.000   0.86851   0.92606 232.44106
fa 2 54   334.000   301.000   0.90120   0.91976 276.84776
fa 2 55   325.000   288.000   0.88615   0.90482 260.58816
fa 2 56   287.000   260.000   0.90592   0.89517 232.74420
fa 2 57   298.000   265.000   0.88926   0.91122 241.47330
fa 2 58   278.000   243.000   0.87410   0.91389 222.07527
fa 2 59   262.000   231.000   0.88168   0.91304 210.91224
fa 2 60   231.000   199.000   0.86147   0.89872 178.84528
fa 2 61   238.000   201.000   0.84454   0.89684 180.26484
fa 2 62   222.000   164.000   0.73874   0.87121 142.87844
fa 2 63   221.000   145.000   0.65611   0.86213 125.00885
fa 2 64   198.000   115.000   0.58081   0.81393  93.60195
fa 2 65   245.000   126.000   0.51429   0.85313 107.49438
fa 2 66   214.000    82.000   0.38318   0.80034  65.62788
fa 2 67   199.000    60.000   0.30151   0.66041  39.62460
fa 2 68   212.000    53.000   0.25000   0.59112  31.32936
fa 2 69   219.000    43.000   0.19635   0.54346  23.36878
fa 2 70   208.000    38.000   0.18269   0.49653  18.86814
fa 2 71   199.000    34.000   0.17085   0.50692  17.23528
fa 2 72   207.000    23.000   0.11111   0.48430  11.13890
fa 2 73   235.000    33.000   0.14043   0.38348  12.65484
fa 2 74   239.000    24.000   0.10042   0.45037  10.80888
ph 1 23     0.000     0.000   0.00000   0.00000   0.00000
ph 1 24     4.000     3.000   0.75000   0.81137   2.43411
ph 1 25    19.000    17.000   0.89474   0.89303  15.18151
ph 1 26    56.000    51.000   0.91071   0.76325  38.92575
ph 1 27   135.000   128.000   0.94815   0.89208 114.18624
ph 1 28   199.000   189.000   0.94975   0.90654 171.33606
ph 1 29   245.000   238.000   0.97143   0.91979 218.91002
ph 1 30   315.000   303.000   0.96190   0.96421 292.15563
ph 1 31   374.000   367.000   0.98128   0.94332 346.19844
ph 1 32   339.000   329.000   0.97050   0.95708 314.87932
ph 1 33   400.000   383.000   0.95750   0.95010 363.88830
ph 1 34   315.000   304.000   0.96508   0.95313 289.75152
ph 1 35   350.000   336.000   0.96000   0.94215 316.56240
ph 1 36   373.000   357.000   0.95710   0.94380 336.93660
ph 1 37   352.000   337.000   0.95739   0.96436 324.98932
ph 1 38   343.000   327.000   0.95335   0.97621 319.22067
ph 1 39   331.000   318.000   0.96073   0.94490 300.47820
ph 1 40   356.000   342.000   0.96067   0.95491 326.57922
ph 1 41   366.000   350.000   0.95628   0.97327 340.64450
ph 1 42   324.000   309.000   0.95370   0.95142 293.98878
ph 1 43   386.000   374.000   0.96891   0.95063 355.53562
ph 1 44   367.000   343.000   0.93460   0.97239 333.52977
ph 1 45   351.000   334.000   0.95157   0.94557 315.82038
ph 1 46   384.000   368.000   0.95833   0.96208 354.04544
ph 1 47   345.000   336.000   0.97391   0.95044 319.34784
ph 1 48   399.000   378.000   0.94737   0.97165 367.28370
ph 1 49   379.000   363.000   0.95778   0.96917 351.80871
ph 1 50   400.000   384.000   0.96000   0.96144 369.19296
ph 1 51   370.000   353.000   0.95405   0.96399 340.28847
ph 1 52   399.000   382.000   0.95739   0.96608 369.04256
ph 1 53   384.000   364.000   0.94792   0.95982 349.37448
ph 1 54   395.000   372.000   0.94177   0.95395 354.86940
ph 1 55   353.000   324.000   0.91785   0.96807 313.65468
ph 1 56   366.000   348.000   0.95082   0.96536 335.94528
ph 1 57   351.000   334.000   0.95157   0.97086 324.26724
ph 1 58   312.000   288.000   0.92308   0.94973 273.52224
ph 1 59   340.000   316.000   0.92941   0.93488 295.42208
ph 1 60   310.000   281.000   0.90645   0.95185 267.46985
ph 1 61   266.000   235.000   0.88346   0.93929 220.73315
ph 1 62   317.000   278.000   0.87697   0.93843 260.88354
ph 1 63   324.000   241.000   0.74383   0.93220 224.66020
